##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	3_2B_control_S3_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	6873509
Sequences flagged as poor quality	0
Sequence length	101
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1107	48-49	0.03910810901413697
1107	50-51	0.04527253097547401
1107	52-53	0.06788363692488275
1107	54-55	0.07674608860629917
1107	56-57	0.06944924839851296
1107	58-59	0.1084328731462918
1107	60-61	0.054150445441855766
1107	62-63	0.12031289463187278
1107	64-65	0.08475416774595601
1107	66-67	0.13345359703940574
1107	68-69	0.0760257272281919
1107	70-71	0.14111282292315508
1107	72-73	0.1535193996434927
1107	74-75	0.1279739676292735
1107	76-77	0.08373418898511886
1107	78-79	0.16927533215767454
1107	80-81	0.21756063340280463
1107	82-83	0.17946798809772702
1107	84-85	0.21134206027138447
1107	86-87	0.11603959581276513
1107	88-89	0.28141040258999794
1107	90-91	0.23248281193179565
1107	92-93	0.4109477959633523
1107	94-95	0.40954987109139296
1107	96-97	0.328787705167791
1107	98-99	0.5620014850659558
1107	100-101	0.41783835354258514
1108	1	-0.28244814172565924
1108	2	0.04735667783951669
1108	3	-0.2406664218345469
1108	4	0.13365690411654896
1108	5	0.1907491740772187
1108	6	0.16802659577519563
1108	7	0.14399148676356788
1108	8	0.06012103663365309
1108	9	0.13445480553632194
1108	10-11	0.14313993746952036
1108	12-13	0.17349654840603534
1108	14-15	0.1512220070539385
1108	16-17	0.15331671037530725
1108	18-19	0.12172257455897295
1108	20-21	0.16730366644379302
1108	22-23	0.14556219232304102
1108	24-25	0.16041423334591798
1108	26-27	0.18607873660447183
1108	28-29	0.171516215222546
1108	30-31	0.1421999604754518
1108	32-33	0.11806664134739009
1108	34-35	0.17257999862426487
1108	36-37	0.15757121451432
1108	38-39	0.2193544094646498
1108	40-41	0.13166544864115082
1108	42-43	0.14126875688621965
1108	44-45	0.18373723873284575
1108	46-47	0.18618097093792585
1108	48-49	0.12140360447340726
1108	50-51	0.20419904706730563
1108	52-53	0.1789345152013837
1108	54-55	0.15765065198689854
1108	56-57	0.09420701912191731
1108	58-59	0.15427419917796925
1108	60-61	0.12574726652865564
1108	62-63	0.19413730525289452
1108	64-65	0.18279410352828052
1108	66-67	0.1909543092798529
1108	68-69	0.17860607085220437
1108	70-71	0.2664437096305079
1108	72-73	0.25286096235506506
1108	74-75	0.24482536666157984
1108	76-77	0.31476297180219603
1108	78-79	0.308359074329033
1108	80-81	0.331045258312173
1108	82-83	0.29724586240809003
1108	84-85	0.3953469303155188
1108	86-87	0.2738382561404933
1108	88-89	0.33933258211780526
1108	90-91	0.4167458441314693
1108	92-93	0.5329888720306357
1108	94-95	0.5108072055675095
1108	96-97	0.47678763244323363
1108	98-99	0.6465847278687349
1108	100-101	0.5368472934607098
1109	1	-0.28697608483084736
1109	2	0.11948381818742249
1109	3	-0.10650632265704019
1109	4	0.14036553137373886
1109	5	0.20709739079151745
1109	6	0.1346129729686325
1109	7	0.19249442308129971
1109	8	0.0401361840032024
1109	9	0.14392870021005422
1109	10-11	0.14481694970946535
1109	12-13	0.11603454040954375
1109	14-15	0.09845691815529989
1109	16-17	0.1369215635679666
1109	18-19	0.13803212077602467
1109	20-21	0.1416840471555929
1109	22-23	0.13207467467176315
1109	24-25	0.15367830039301822
1109	26-27	0.18197892216754497
1109	28-29	0.10309191327404932
1109	30-31	0.1600865111933203
1109	32-33	0.14226745819501474
1109	34-35	0.15280202561104517
1109	36-37	0.13299675467303018
1109	38-39	0.15612374638530468
1109	40-41	0.18460473078093997
1109	42-43	0.1373763500772185
1109	44-45	0.11294863062886407
1109	46-47	0.17537433956617576
1109	48-49	0.1703170816747388
1109	50-51	0.1384239004701726
1109	52-53	0.21897301271226155
1109	54-55	0.2059115331180621
1109	56-57	0.21906126931379077
1109	58-59	0.18898099559579862
1109	60-61	0.21504423336872236
1109	62-63	0.26506249212216915
1109	64-65	0.27431507654034704
1109	66-67	0.16281035888188455
1109	68-69	0.16842226580501318
1109	70-71	0.284881465794264
1109	72-73	0.24661439473884172
1109	74-75	0.16489095966963419
1109	76-77	0.22463720418151922
1109	78-79	0.2762905964717177
1109	80-81	0.32960982353485235
1109	82-83	0.2344128919522035
1109	84-85	0.2801625044786178
1109	86-87	0.37803572238313876
1109	88-89	0.42943384752811653
1109	90-91	0.3985320399306076
1109	92-93	0.4999312415746502
1109	94-95	0.5071105901512354
1109	96-97	0.44056451503895033
1109	98-99	0.6878305218235781
1109	100-101	0.608820418118853
1110	1	-0.18459495317910068
1110	2	9.230785114340279E-4
1110	3	-0.2990275740368844
1110	4	-0.07816221577442661
1110	5	0.053328286011890214
1110	6	0.01627771239049025
1110	7	-0.002543488670625038
1110	8	-0.1678937167568435
1110	9	-0.01572492650009849
1110	10-11	0.05291353417862865
1110	12-13	0.010795966334129048
1110	14-15	0.04310383527900541
1110	16-17	0.03317745449841425
1110	18-19	0.03177522157302093
1110	20-21	0.04748816864811545
1110	22-23	0.06130489828007768
1110	24-25	0.012723907586718042
1110	26-27	0.009821584803269445
1110	28-29	0.028854930821708535
1110	30-31	0.036708405062931604
1110	32-33	0.03222493784333125
1110	34-35	0.010513732439562773
1110	36-37	0.07288471076181224
1110	38-39	0.018081029606449306
1110	40-41	0.054845505866090605
1110	42-43	0.07308851972596386
1110	44-45	0.0747788292867071
1110	46-47	0.020364446331484487
1110	48-49	0.04320422038921379
1110	50-51	-0.03590152447449668
1110	52-53	0.12116223079036104
1110	54-55	0.04564346832685118
1110	56-57	0.010750600332492866
1110	58-59	0.15640057279082242
1110	60-61	0.07579216754089657
1110	62-63	0.10576382158432551
1110	64-65	0.07835607312378556
1110	66-67	0.06395416016192002
1110	68-69	0.14078949073433478
1110	70-71	0.2075695284804695
1110	72-73	0.11812681966249272
1110	74-75	0.14432101827510024
1110	76-77	0.1524766550217933
1110	78-79	0.19045154331102054
1110	80-81	0.13956844012859904
1110	82-83	0.0571430950030134
1110	84-85	0.23353150700351932
1110	86-87	0.1619096090989416
1110	88-89	0.33467002406608515
1110	90-91	0.23488983072601144
1110	92-93	0.3671842678248254
1110	94-95	0.38211414624712603
1110	96-97	0.3079711445265261
1110	98-99	0.48514818508004254
1110	100-101	0.36159786723350607
1111	1	-0.28454312753741107
1111	2	0.024520338429347532
1111	3	-0.22482579423942184
1111	4	0.007523226029235275
1111	5	0.17590670905777017
1111	6	0.13863203126683032
1111	7	0.08029328162215421
1111	8	0.10521017616756012
1111	9	0.10385757503300397
1111	10-11	0.08990289362721171
1111	12-13	0.07772355132678399
1111	14-15	0.07354640698340376
1111	16-17	0.13502666413750575
1111	18-19	0.052672326808881564
1111	20-21	0.04290600592911176
1111	22-23	0.13570564442624544
1111	24-25	0.09333526038302153
1111	26-27	0.12931913441221354
1111	28-29	0.11282645513544765
1111	30-31	0.14210641923470035
1111	32-33	0.10903310228959384
1111	34-35	0.09146245863761493
1111	36-37	0.035541310443306884
1111	38-39	0.056576919523067204
1111	40-41	0.07953387637492426
1111	42-43	0.0988779615630051
1111	44-45	0.1318697763327492
1111	46-47	0.050005737576888976
1111	48-49	0.10829145359546288
1111	50-51	0.07843181753618467
1111	52-53	0.1488831117547349
1111	54-55	0.14411718032651066
1111	56-57	0.17153612643230787
1111	58-59	0.0906337241912496
1111	60-61	0.1094584660494391
1111	62-63	0.17453978160068573
1111	64-65	0.16570334347438376
1111	66-67	0.09464883042723926
1111	68-69	0.06132759708739144
1111	70-71	0.17126634211761171
1111	72-73	0.22809415440566738
1111	74-75	0.1939057921479872
1111	76-77	0.2822228594095648
1111	78-79	0.19648486870888604
1111	80-81	0.29003203420505486
1111	82-83	0.17263394424007572
1111	84-85	0.26207801137591247
1111	86-87	0.23828116536653
1111	88-89	0.35428132479827923
1111	90-91	0.3521010061069276
1111	92-93	0.4557530077423735
1111	94-95	0.5486094600804066
1111	96-97	0.49035544894812944
1111	98-99	0.6835372829760544
1111	100-101	0.4035810336371384
1112	1	-0.17509954192904686
